population,mu_05,mu_10,mu_50,mu_90,mu_95,sigma_05,sigma_10,sigma_50,sigma_90,sigma_95,logl_50_norm,dat,meanlog_05,meanlog_10,meanlog_50,meanlog_90,meanlog_95,sdlog_05,sdlog_10,sdlog_50,sdlog_90,sdlog_95,logl_50_lnorm,mean_05_norm,mean_10_norm,mean_50_norm,mean_90_norm,mean_95_norm,cv_05_norm,cv_10_norm,cv_50_norm,cv_90_norm,cv_95_norm,mean_05_lnorm,mean_10_lnorm,mean_50_lnorm,mean_90_lnorm,mean_95_lnorm,cv_05_lnorm,cv_10_lnorm,cv_50_lnorm,cv_90_lnorm,cv_95_lnorm,population_n,species,fished,bimodal,normal_better,better_dist,cov_pref,mean_size,data,col
Chromis margaritifer__Coral Sea,1.5399077298980886,2.233847652106844,3.651990960517102,4.168663308980823,4.288485820285406,2.04313169289561,2.106966417836404,2.4549415819059632,3.3188181252368505,3.6757337097511877,-23.444581057996928,rls,1.2909300559968466,1.3448511389005746,1.4202370578458452,1.4868828902955966,1.513942523163867,0.3287767939103106,0.3392320295992016,0.37823332880634697,0.4498518418741986,0.49678321282935367,-27.596204993495682,4.071298864037375,4.152151157704435,4.382805206781973,4.688562561288951,4.805460497339807,0.3942681889411945,0.4041572342387737,0.441344805003566,0.5085584353449432,0.527658872443406,4.048702706611675,4.176504271791222,4.449683179731632,4.748081041554438,4.902885929196008,0.33786487208234256,0.34922966960789636,0.3921728549602521,0.4735998877408705,0.5290698214654356,34112,Chromis margaritifer,FALSE,FALSE,TRUE,normal,0.441344805003566,4.408492612570357,rls,rls_norm
Chromis margaritifer__Lord Howe and Norfolk Islands,0.46956550905526434,0.8686808002329406,3.6465198344426737,6.428748997327057,7.14362784373517,2.7672870382801737,3.0760835383708747,4.74917446855515,7.257240352536839,8.323690097122157,-18.555540382945694,rls,0.1610081827381331,0.7419880836723227,1.5601092171620148,1.828516758568223,1.9217109947572621,0.2908990036406139,0.32860582674630034,0.5577982363847056,1.370407708972986,1.7555468581815976,-22.378742000017027,4.7490436852490685,4.988839834605525,6.168100761372791,8.197455250918576,9.046538763294853,0.4051753200835844,0.43868026576549973,0.5456646440690139,0.6136733879976739,0.6299263024133567,3.4777326179725274,4.24636160287762,5.608117088614204,8.499589243891808,10.969825390681683,0.29716301935993217,0.3376795226495526,0.604134725102768,2.3538319730082056,4.560785980939689,1587,Chromis margaritifer,FALSE,FALSE,TRUE,normal,0.5456646440690139,4.90705734089477,rls,rls_norm
Chromis margaritifer__Ningaloo,1.6832550484730093,2.740225076409331,5.395147145487238,6.192243464286114,6.592477082708301,1.0399444633129147,1.1405582613205263,1.9659463567234876,5.056534457450843,6.156947527218016,-8.462330789624627,rls,1.6004825913732386,1.614532484301911,1.651709529576387,1.6949409702651512,1.7078692114990293,0.15563872400766132,0.16089058260981792,0.18639054308438646,0.23277278730854628,0.2642784566244626,-7.525918846178481,4.775470193990704,5.0149257797239235,5.598137416319782,6.765731484886524,7.454193391830945,0.18799818108985603,0.20706657247330112,0.3324011810235584,0.5631735875468411,0.5913071007736409,5.066252723201844,5.129569135740559,5.30909235823023,5.562098464863551,5.6621793689977995,0.15658602309438913,0.16193741404157408,0.18802119016030622,0.23596176467514837,0.2689608272685809,212,Chromis margaritifer,FALSE,FALSE,FALSE,lognormal,0.18802119016030622,5.27122641509434,rls,rls_lnorm
Chromis margaritifer__Tweed-Moreton,1.3819092153468184,2.3709860341221107,4.767907130423193,5.240546812732918,5.429637385169152,1.609832692322189,1.6791904202603993,2.206417338487446,4.259029324450777,4.783950974568189,-12.993291518984899,rls,1.4904836750474746,1.5101037331390263,1.5621202326276284,1.6160350459225024,1.637690055875089,0.2737102128704667,0.2814277806166868,0.31379484756058407,0.36880131830716495,0.4032020830488896,-13.409133456351032,4.526571756846857,4.684799286994338,5.056253933552558,5.665645634701627,5.990289126987244,0.3071742164908747,0.31686091885644385,0.3902374281564184,0.5443827205039227,0.5649044017769014,4.707801019200891,4.7866375137882065,5.015134422352158,5.306575155343799,5.443047909950248,0.27891753742226744,0.28709321119233566,0.3216803020528695,0.38170460688736624,0.4201582241263794,618,Chromis margaritifer,FALSE,FALSE,TRUE,normal,0.3902374281564184,4.983818770226537,rls,rls_norm
Chromis nitida__C and S GBR,3.8773398560774885,4.17354731018262,4.559155614685613,4.8328387509415345,4.945626480385895,1.4772096870944824,1.522995943456277,1.720542449901414,2.139253440869044,2.3960487579212684,-24.164879319536396,rls,1.3880346191645032,1.4286566779939531,1.4936063016684384,1.5596553830712159,1.5888729738208571,0.25614537966228323,0.26666201421762775,0.30250138209501803,0.3555984501477025,0.38617638706033186,-29.1388131977055,4.346948250946635,4.443513416756913,4.680400577119035,4.933295950139941,5.05134115795412,0.3006630960382497,0.30954763611919295,0.3432776315355666,0.39981544887690906,0.4296860446112818,4.266414531805568,4.3916349490719035,4.669760580844917,4.976658702295263,5.117084828755911,0.2604048319159041,0.27147348896511286,0.3095553939351137,0.36714166624534705,0.40103172268813864,227716,Chromis nitida,FALSE,FALSE,TRUE,normal,0.3432776315355666,4.676614730629379,rls,rls_norm
Chromis nitida__Manning-Hawkesbury,3.235537978603612,4.820402581889829,6.439676366096613,7.145928821622057,7.364202595862544,1.5682393090710787,1.6800836163192292,2.1070879553183612,3.6419432966129803,4.925728169457766,-10.043179900625812,rls,1.6174745079153592,1.680037153596488,1.8064570496128465,1.900864051632318,1.9383249578546025,0.23335178819719501,0.24515486659016375,0.30520397794520876,0.42761365954235414,0.5303209511777243,-14.390573687932108,5.426389040130673,5.738986710926596,6.55122482651908,7.224944721016261,7.525336481310457,0.23685544447295268,0.25009603617392784,0.3135150729161778,0.4837074940187636,0.5606977913024208,5.465227053684668,5.729060365428142,6.396182012000461,7.10545873369026,7.399122381308669,0.23656480163087473,0.24888491397944973,0.3124512491684942,0.44792681528983447,0.5698876590872085,294,Chromis nitida,FALSE,FALSE,TRUE,normal,0.3135150729161778,6.760204081632653,rls,rls_norm
Chromis nitida__Tweed-Moreton,0.5427965906946197,1.0466061892168947,3.6187638450259976,5.366595120604218,5.846757664374346,1.6920544860946611,1.9639767600371487,3.205868817869713,4.896486866574957,5.529978411266701,-17.12581937926548,rls,0.8242094120565292,1.178823288853173,1.4987490118507139,1.6609349383094678,1.7172579391740128,0.2497775086062242,0.2707538817102689,0.39213664509132357,0.7891638595066635,1.04941874588869,-20.080750534768963,4.025446109265974,4.212171327319389,4.929573338701294,6.170385679567327,6.606613665440671,0.3208923471480189,0.3587839983381359,0.4879019557419849,0.5672877028325971,0.585103418863736,3.5752256636011515,4.050352762238432,4.839203819846716,5.9381863016398375,6.631126240630133,0.25372445320678993,0.2757925886627086,0.4077057353377179,0.9295710670967603,1.417057183121276,1370,Chromis nitida,FALSE,FALSE,TRUE,normal,0.4879019557419849,5.091240875912408,rls,rls_norm
Chromis ternatensis__C and S GBR,1.7435487857668803,2.6861930708397845,4.088762571358961,4.631816072813052,4.798405926422408,1.6992860463202792,1.7878365615571212,2.115969024093271,3.0575945774085724,3.4858063216065065,-13.878625173926931,rls,1.2093637848161132,1.3033611038305124,1.4417476221957024,1.5516176472721617,1.5993042487223386,0.2852743030737871,0.3017797766253404,0.3610411978346074,0.4829569469229359,0.5778800438963839,-19.29332559676514,3.9908201020599643,4.12099829786523,4.488348765211848,4.872727899670987,5.0260156153839555,0.34047258806464,0.355519570728633,0.4031440219174116,0.48911800748752826,0.5162811272045124,3.8463724468825515,4.0472128124198745,4.516348003632947,5.0375177448313515,5.308764420400871,0.2911779267628453,0.3087827859583651,0.3731325414541439,0.5125366790097027,0.6296561148103942,5083,Chromis ternatensis,FALSE,FALSE,TRUE,normal,0.4031440219174116,4.5834153059217,rls,rls_norm
Chromis ternatensis__Cocos-Keeling-Christmas Island,4.752745446115059,5.364387374182654,5.966833105295757,6.309961728444157,6.435105354276624,1.4116655266366513,1.4793870611664661,1.7281429228525982,2.253726664618335,2.930629415872781,-12.427729773919577,rls,1.4317262759616693,1.5467207971754098,1.7178007280636063,1.8212403040819871,1.8501139543507201,0.21701211368319656,0.23369501951058014,0.30259772998142426,0.4601712647005467,0.6199521456380959,-19.750090666917664,5.302282549592574,5.53991509814441,5.993856102839384,6.327660457983518,6.460804376392612,0.22855603964179674,0.24044188388544116,0.28489205148013375,0.3700545511089629,0.4437038835077896,4.866993200035675,5.141561845249905,5.861117413405722,6.487383839259674,6.737792530351648,0.21959236575660707,0.23692233967662926,0.3096585734374355,0.48564212278455426,0.6845770095526681,1939,Chromis ternatensis,FALSE,FALSE,TRUE,normal,0.28489205148013375,6.052088705518308,rls,rls_norm
Chromis ternatensis__Coral Sea,4.8851220320108535,5.369505139675485,5.882543499058449,6.229288365376289,6.37660868496077,1.5716984017427027,1.6202018187500216,1.8416418290692325,2.53038871695031,3.0138295336872423,-17.81361160637568,rls,1.5433601467367566,1.6038339439611575,1.7187428050750766,1.8066274717838953,1.8346204215711317,0.24286941170383336,0.25598813615735166,0.3092407709602563,0.41613318050925835,0.49105786198764567,-24.12342129301023,5.415331967702771,5.572622936409871,5.927461319596988,6.282938409665691,6.44777894320467,0.25744370480397877,0.2664246691434986,0.3040192157398921,0.39133625509073033,0.4451977361889893,5.139842751748929,5.338107159365087,5.863620170365049,6.377044910264657,6.578725214069643,0.24649526133253785,0.26023967692472194,0.3167833624957234,0.434815424442756,0.5222034608011599,5635,Chromis ternatensis,FALSE,FALSE,TRUE,normal,0.3040192157398921,5.930346051464064,rls,rls_norm
Chromis ternatensis__Exmouth to Broome,0.8939185731836753,1.5447823034862753,3.713352194476453,4.3030264939588605,4.505464851962367,1.3939849965878084,1.4717904801608455,2.0188556438379757,3.3963461946127262,3.7980569534305206,-17.531715576472692,rls,1.315525356294565,1.3522898218643384,1.4027356476479926,1.447752914769431,1.4669678474780525,0.23876327540593875,0.24667384649735344,0.2757364597906134,0.34612695712883956,0.41514333689078303,-17.765065535199483,3.6798702018067613,3.7962244962611584,4.177804162398779,4.636775943816583,4.900682186439157,0.3108671788530312,0.3268085430153811,0.40295856312274947,0.514696483523874,0.5325551385736802,3.967870112664673,4.055637948213723,4.226718760804685,4.435219144043613,4.549305356241046,0.24220688592899065,0.25047425330002177,0.28106153383282356,0.356757255554237,0.4336893519260852,13323,Chromis ternatensis,FALSE,FALSE,TRUE,normal,0.40295856312274947,4.170794866021167,rls,rls_norm
Chromis ternatensis__Gulf of Papua,3.5846445878223725,4.5063048829812065,5.627640266178255,6.08080965728562,6.231071096573828,1.1899975007665013,1.2627270918166684,1.5530461487993708,2.5881234763545375,3.32479492087431,-18.095737174022975,rls,1.2950180540675222,1.456329767440555,1.6502404496331027,1.768051724378285,1.7975464170365187,0.20532638707338974,0.2224938064230697,0.29082349891956716,0.49750575517030055,0.7088884464162042,-23.848621756784485,4.767347448081801,5.024100528393696,5.664831157825503,6.107361050489625,6.270218842461476,0.19985304926125536,0.21361255445202923,0.2736359195704065,0.42544245192116326,0.4916209191724319,4.3895130190447995,4.72186016478058,5.462762843726952,6.1045095932173155,6.355797266868346,0.2075096001865486,0.22527597168546512,0.29708258067147464,0.5299384632191162,0.808013993429379,14789,Chromis ternatensis,FALSE,FALSE,TRUE,normal,0.2736359195704065,5.832206369599026,rls,rls_norm
Chromis ternatensis__Torres Strait N GBR,0.37540578437129324,0.821835269911658,3.257180879155069,4.74465764399808,5.0760073712438585,2.068395199857172,2.3079547527230146,3.321541261258215,4.555400811742802,4.961380985930724,-29.10805571440524,rls,1.39685546762628,1.425380275496539,1.4727481365911181,1.5210796533223927,1.5395338156292142,0.2716439883223039,0.27908646119172154,0.313399587742209,0.3814996252470819,0.41529232199147625,-28.038673176931308,4.121207416781425,4.246950756583626,4.750049201168585,5.562910009424319,5.942454765035301,0.3822958036913454,0.40885065596464587,0.4980925882653988,0.5609150844485258,0.5734748337338522,4.328414469338062,4.402199206932471,4.582702215857369,4.834856905943168,4.934373758815438,0.27673306844869144,0.2846101439170213,0.32125487259469054,0.39581090512992434,0.4338587983058307,35264,Chromis ternatensis,FALSE,FALSE,FALSE,lognormal,0.32125487259469054,4.51955251814882,rls,rls_lnorm
Chromis viridis__C and S GBR,0.70207323510745,1.1731620732264578,3.498694358018846,4.129324997151436,4.25536804842953,1.4915784474240972,1.5817337909357343,2.179833637749291,3.411169431425971,3.716228187149636,-15.313218040403594,rls,1.2946717505307341,1.3210990906418554,1.3763436773742272,1.4262281477772811,1.4462595618137397,0.2717347022675078,0.280916095179352,0.31468135593129015,0.38093227550699127,0.424545343560989,-16.35567523547628,3.6565315909640304,3.7583433147534566,4.082926351329519,4.516802694491712,4.722928998543022,0.33201247447426485,0.3475000412385669,0.42261663419136375,0.5150158216843346,0.5310333903507232,3.903779744873962,3.9798496800342673,4.166941695474126,4.388107291540357,4.499152928648963,0.27682893514603724,0.28655033935491026,0.3226347630263122,0.39517850151049577,0.44441335742219995,5422,Chromis viridis,FALSE,FALSE,TRUE,normal,0.42261663419136375,4.105957211361122,rls,rls_norm
Chromis viridis__Coral Sea,0.47079476774136364,1.1767714808905039,2.9520538080602385,3.7142633708084234,3.8912448189021265,2.03855973575744,2.1430376730355984,2.6273040769387555,3.4598457090062347,3.740717469739287,-8.685275863681278,rls,1.1273025601720823,1.204854303832477,1.3371595289142908,1.4242335355658202,1.4594565314491834,0.33693559192872236,0.3501213278425602,0.4103125806133309,0.5247830361655527,0.6017177657459821,-13.497482743478521,3.7677314984552583,3.839759906929075,4.093136314295974,4.385327188230407,4.50153432872894,0.40672470244871933,0.4198353805211787,0.46519320981619827,0.5192232149570599,0.5327030743414936,3.573059457314009,3.7776045049913174,4.145778603691355,4.504949413771877,4.691422868472727,0.34672836422930264,0.36113036181055097,0.4282035739410571,0.5630752622646779,0.6605236336844439,1086,Chromis viridis,FALSE,FALSE,TRUE,normal,0.46519320981619827,4.162062615101289,rls,rls_norm
Chromis viridis__Lord Howe and Norfolk Islands,2.628099954748349,3.6506594985841883,5.330351680420993,6.151971446047112,6.375448046452554,1.95982483574987,2.1072565751772196,2.63755715856921,3.6326454127959398,4.126007953560695,-12.432165907382199,rls,0.8810482151806831,1.2340316698233313,1.6172232660643115,1.7791986892255578,1.8292328853496251,0.292653143277359,0.3155395707444356,0.4167633007194286,0.7684399618973426,1.0699461750260844,-18.87245897916179,4.772151658896396,5.023787566621997,5.704248030277556,6.33071763012409,6.5428294416215484,0.317179939753976,0.338769815281847,0.41074444970336127,0.5027026924298248,0.5352543488678253,3.837348831426337,4.364254384193865,5.529010839885302,6.475830049766878,6.862463689827422,0.29903253269091307,0.323559140692812,0.4355326286484047,0.8971572424844187,1.4634778224309257,712,Chromis viridis,FALSE,FALSE,TRUE,normal,0.41074444970336127,5.986657303370786,rls,rls_norm
Chromis viridis__Ningaloo,0.43872066945231974,0.86160423707054,2.9956146778816786,4.509548714228507,4.856847928661172,2.213582396034467,2.3795331778394804,3.0885435241286716,4.03108507261625,4.3262180626547115,-15.056087690962038,rls,0.27695346379870167,0.7471273746420575,1.3560909618163004,1.587266537085685,1.6562812000098643,0.3343188934555881,0.359781607616706,0.48631607176953706,0.8836801527340137,1.1031833220842289,-20.838337792340784,3.9262972564146033,4.0418364917370795,4.525994219118631,5.132823312767398,5.377203707103714,0.39437446215826577,0.41940169272832484,0.48952532364209045,0.5436293171896625,0.5547836552596076,2.3553806824385934,3.0636161389337744,4.390832063462916,5.414917240036416,5.813172793135607,0.34388174342946176,0.3717445505962829,0.5165382552177846,1.0878506275315492,1.5417804152348324,2376,Chromis viridis,FALSE,FALSE,TRUE,normal,0.48952532364209045,4.683291245791246,rls,rls_norm
Chromis viridis__Tweed-Moreton,1.46059261423518,2.2020699276059,4.06619600830204,4.987244801690031,5.237350873863396,2.1733571728029517,2.321593331978254,2.8826387269777047,3.82817677119664,4.23565233949334,-10.936491326567316,rls,1.0545906020371567,1.244730107495032,1.4846829639876638,1.646344111981108,1.7025932662753827,0.3249361159306632,0.34386020806110335,0.4405409899283834,0.6505632695485306,0.80332356543198,-17.388949011735463,4.315148133942878,4.4946258452004635,4.948666332741179,5.4305498999127275,5.639025374081551,0.37826051464603877,0.40186701093386246,0.46261679947898904,0.5289552850927266,0.548822287692747,3.7007691411381445,4.098688171968803,4.890843910242211,5.723091638300838,6.065485924501113,0.33370477418022837,0.35427958637084234,0.46280557459567295,0.7258714727348915,0.9521628844276184,792,Chromis viridis,FALSE,FALSE,TRUE,normal,0.46261679947898904,5.091540404040404,rls,rls_norm
Chromis weberi__C and S GBR,3.1130520899840093,4.716021257883707,7.679250879886805,9.086387682847914,9.571274898994975,2.244777515513278,2.455552302125031,3.80958800304927,6.758988884902602,7.809078362561214,-20.733702775078864,rls,1.8557302087462377,1.900517625082657,2.0007839867544934,2.099318100530033,2.1296991911505896,0.24658685015296627,0.26224199644197055,0.34029687843119605,0.4715579072248251,0.5397711067159756,-23.686208794185188,6.87992659061077,7.154842527860527,8.171631362825392,9.641020131078916,10.250420137112483,0.2806688534956128,0.3016501218870526,0.4180261628030354,0.5791814253332424,0.6099415194097221,6.9501437553713625,7.146316598894368,7.840527560635364,8.824560830125664,9.240088157725786,0.2503832032214411,0.266815917054292,0.35039049984969833,0.4990285706663293,0.5815812816684285,510,Chromis weberi,FALSE,FALSE,TRUE,normal,0.4180261628030354,7.833333333333333,rls,rls_norm
Chromis weberi__Coral Sea,4.471291539624857,5.16823016148508,5.957475910775502,6.426319175540696,6.621330178136093,1.9429960135511308,2.026279319422581,2.376729134829244,3.285243079773806,3.868281537430554,-17.73794441671872,rls,1.6683208068023276,1.6860558787013302,1.742220655146456,1.7955751501812693,1.8157801999555838,0.2927823515896558,0.30393650238895153,0.33529645113538764,0.3782028230329747,0.39969200078419626,-20.428316831342983,5.527860452924989,5.694015654720294,6.119552727678501,6.581673682559096,6.769156747674598,0.3077531334001192,0.3191034102093551,0.36460371331199715,0.4553829550323295,0.5016426592971148,5.627930006634401,5.739288638225789,6.045635391768731,6.365650736276071,6.51696467849139,0.2991702950418866,0.31109269606887957,0.3449447583669504,0.39213890887814196,0.4161993099597466,1988,Chromis weberi,FALSE,FALSE,TRUE,normal,0.36460371331199715,6.089034205231388,rls,rls_norm
Chromis weberi__Exmouth to Broome,0.29196188615656476,0.5590614680620982,2.0171981837439756,3.0206516485878168,3.259711302183294,2.851259492530184,2.942991506441609,3.446991028716379,4.089670827743381,4.260862276489644,-29.65573439379016,rls,1.1848541533247239,1.2448318925071074,1.3539826948453828,1.4436355704459605,1.4728751695772435,0.4080716312202645,0.4184421666667245,0.4681692474997279,0.5609813450099137,0.600827722436316,-34.039262818123845,4.039348403612649,4.098975033665619,4.29664048910907,4.570276775441407,4.690078552423553,0.47678990763422785,0.48313315891311226,0.5163842380949772,0.5471388280826434,0.5542290164431892,3.8350698614987166,3.9879903907356455,4.3213307639670635,4.717656889557397,4.862142646273172,0.4256642580982689,0.43744487263037135,0.49503374644627507,0.60815161883089075,0.6593593810973015,37894,Chromis weberi,FALSE,FALSE,TRUE,normal,0.5163842380949772,4.32951126827466,rls,rls_norm
Chromis weberi__Gulf of Papua,6.213288005768166,6.425006526983891,6.815921013838015,7.231776043833195,7.44722581400319,1.3786802891945618,1.4416588797456766,1.7324225745218247,2.556850284061416,3.1264478799434023,-10.695076243776832,rls,1.7999192106425255,1.8292012283417147,1.8901928880566374,1.9409484808165856,1.960638305857947,0.20421484730545894,0.21295825289171003,0.25300115138838986,0.32914632455798265,0.3695262693175745,-14.14127205149773,6.354714955618147,6.495096234108409,6.836118102518737,7.288156074246209,7.531615948367438,0.2008707088954481,0.21008028812149582,0.2529375135120594,0.3503769899844069,0.40119933273189223,6.347471836881542,6.48236123731434,6.8343397554072265,7.231827492749934,7.42149224240009,0.20636259091630768,0.2153957002864739,0.2571042877169578,0.33826554729793734,0.3825072633074504,304,Chromis weberi,FALSE,FALSE,TRUE,normal,0.2529375135120594,6.842105263157895,rls,rls_norm
Chromis weberi__Ningaloo,4.353761725687793,5.199949758306216,6.081111492432575,6.753074020449726,6.987849142237363,1.2875147681905983,1.406517736286005,1.8429471223493021,2.892219174041639,3.840979166599021,-15.575231332722934,rls,1.6407506508140155,1.6763183496353806,1.7540775511992968,1.8227698876896499,1.8479602603955954,0.20565633847125805,0.21815730717841694,0.2577377989695906,0.3294454445629151,0.3703527250992951,-17.968682665123637,5.3316631582431,5.541092403111199,6.152965647338521,6.839179170074291,7.094261547167017,0.21388324192337768,0.22684118515917803,0.2917302930021901,0.4258917730379876,0.5042335803884593,5.397526385784834,5.5631704199539875,5.979799906108859,6.434969802353273,6.6114695609480085,0.20785015573281712,0.22077889720559238,0.26207793152088826,0.33858993147086963,0.38342270361827785,1855,Chromis weberi,FALSE,FALSE,TRUE,normal,0.2917302930021901,6.117250673854447,rls,rls_norm
Chromis weberi__Torres Strait N GBR,6.101578354015494,6.245996746792342,6.499640752759973,6.714365781728407,6.787106823549436,1.2343889913107633,1.2847252042005393,1.4408949194762337,1.6721040148090418,1.7815353820817916,-10.92128907969815,rls,1.6763979591028442,1.7223841155417323,1.8222640254363949,1.884230082443529,1.900205967468397,0.18397969392999763,0.19336089219340696,0.24070480772066644,0.3298088357899877,0.382591706993158,-18.9270105980134,6.117809471787357,6.251379371197892,6.500637554986276,6.715985467213889,6.793577144576606,0.18790440365575115,0.1957724002970652,0.22136580650038065,0.25917941831814695,0.277518358742953,5.65173669572777,5.850014944764486,6.378812712256622,6.763454386896954,6.9101289643438415,0.18554758895645793,0.19518241525907581,0.24423379761353212,0.33898407801377156,0.3970287893791987,2172,Chromis weberi,FALSE,FALSE,TRUE,normal,0.22136580650038065,6.522790055248619,rls,rls_norm
Chromis westaustralis__Houtman,1.2214721669884714,2.2304871336317484,4.589954012550142,5.212505658201032,5.442208771510223,1.6512276819447373,1.744192315263878,2.4465049863150625,4.094622159958258,4.634725671267246,-26.97500445604105,rls,1.4893364884764968,1.5060192535161028,1.5466439499008047,1.5872249460069527,1.6025288750974953,0.2737505073164346,0.28023457064588647,0.30573299676636256,0.3485130238235152,0.3768440900782054,-25.979407399393374,4.457321358450658,4.600452606748342,4.987506040372425,5.627877169793225,5.941844273890863,0.3175389866676806,0.32945696817999093,0.41773778100910647,0.5386392786859768,0.5599952497202115,4.690642411756356,4.749814964550875,4.920566097282105,5.1381484847639225,5.216436367398526,0.2789601561131771,0.28582745792426706,0.31301851382861295,0.35936847212700895,0.390627531958354,22013,Chromis westaustralis,FALSE,FALSE,FALSE,lognormal,0.31301851382861295,4.89233634670422,rls,rls_lnorm
Chromis westaustralis__Leeuwin,5.018678788743809,5.174936519894322,5.472524324424651,5.740238613997236,5.841572365867429,1.849153569987522,1.9046425651030146,2.094044180438769,2.4141168410862717,2.578539325617266,-22.37644281560084,rls,1.5702545541545614,1.5940236947805526,1.6592041407557838,1.7211882474437208,1.7429274716747285,0.289250493712958,0.2978817669581965,0.33404723248021706,0.3816947670557071,0.40116291271243626,-28.67589621500988,5.292612711192952,5.374828890386915,5.590480910550335,5.838904064307441,5.949287486832209,0.31717655248613824,0.32461155325137625,0.35319977571994454,0.3934396298731112,0.4107791371925753,5.133748747974895,5.242582313449912,5.5604941227841085,5.9063132561818765,6.037208111808992,0.2954073819175052,0.3046135923189271,0.34358642159754726,0.3960284697573619,0.4178572962978593,18694,Chromis westaustralis,FALSE,FALSE,TRUE,normal,0.35319977571994454,5.564887129560287,rls,rls_norm
Chromis xanthochira__C and S GBR,5.704192376722206,5.826274877485734,6.039918559518551,6.2297879832881105,6.31504870431596,1.000717159956845,1.038753412539427,1.1730607083714406,1.4402063926255133,1.8276053889340682,-8.52262797165892,rls,1.6418670443419017,1.6793407238084228,1.7591429553703946,1.812168700618442,1.8267950490568123,0.16490195430423418,0.17373736667444703,0.21507440432456254,0.2945532590076907,0.3376639816972825,-15.405128154778172,5.7480860050934295,5.843909173946338,6.0459123676465865,6.241984707819862,6.340100333800807,0.16405593781748615,0.1707814136763385,0.1943139221889428,0.24140078461572154,0.29977517985809093,5.395580551725237,5.563239211367811,5.953075113483781,6.2682350106188585,6.389324082272785,0.16602936154530473,0.17505670002991666,0.21758571423801382,0.3010592390060613,0.3475214243664652,1699,Chromis xanthochira,FALSE,FALSE,TRUE,normal,0.1943139221889428,6.047675103001766,rls,rls_norm
Chromis xanthochira__Coral Sea,3.5329462255883137,5.105978732986151,7.808875279772893,8.93654598764056,9.249665202827604,2.446550397857694,2.6087406807115694,3.366107403389038,5.301108738102506,6.172584862462274,-20.59879335416644,rls,1.5657541523587057,1.6813850318226737,1.9359241453310998,2.1098712489825258,2.150276974893932,0.314399879907834,0.3397544835986199,0.4613085471346403,0.7025231074582646,0.8330531440408466,-27.960487488891594,6.625596947230463,6.983080495223485,8.092329103273691,9.043695428872642,9.344284299729155,0.27609266564868973,0.29681137605864316,0.3925656836457543,0.5416499553901072,0.5819758278205389,6.019567453010135,6.438062206359087,7.789696808199091,9.131424342478498,9.686932035385396,0.32233167797565476,0.34979913733186113,0.4869744370373277,0.798813343158777,1.000830464870277,751,Chromis xanthochira,FALSE,FALSE,TRUE,normal,0.3925656836457543,8.678428761651132,rls,rls_norm
Chromis xanthura__C and S GBR,1.714529733390701,3.05217269296309,7.570609862135815,10.036063350669462,10.871088943733154,2.3336279037618426,2.627173113416757,4.537962809168193,9.04006231302573,11.191778286857957,-14.517280887317595,rls,1.816550840295728,1.8366919868806177,1.9072917253718766,2.077598789620736,2.1543067824706923,0.19710148261231003,0.2080321297962737,0.2740712247446678,0.43410289515932976,0.5233158429983036,-15.204960551954624,6.6457582810261115,7.059868463989975,8.579863657422614,11.399139218542395,12.687369957762764,0.2752193433204144,0.3029848907317553,0.46250660020032086,0.6226756142787873,0.6477451254277927,6.394038228353376,6.494071260098645,7.022902810306201,8.64348265212568,9.648682727222907,0.1990313653384034,0.21030332616937847,0.27929939830467304,0.45538013419299417,0.5612753747350517,238,Chromis xanthura,FALSE,FALSE,TRUE,normal,0.46250660020032086,6.565126050420168,rls,rls_norm
Chromis xanthura__Coral Sea,1.9040837982461973,3.1487917680798034,5.585506905442257,6.748607563424127,7.08583072159936,3.074456689600881,3.219229089913325,3.869600244772877,5.249208327704042,5.790751921936008,-25.58013714200007,rls,1.5137849180554614,1.5843514326556978,1.753880132126373,1.9006486549676578,1.9468684220715633,0.36231345829500744,0.3800820864769868,0.46531619234001376,0.5997609991692954,0.6716329846529163,-32.30926252072442,5.722317093529186,5.931945601757637,6.556928746487728,7.2952858144999055,7.504871275846586,0.40480587346984065,0.42197891678835814,0.48115197948459565,0.5654177164995575,0.5869540619138716,5.400552939721934,5.610662041014154,6.466293062156966,7.436630829839676,7.742266083402234,0.37453545152264167,0.3942312063189692,0.4916776135790438,0.6579654437709851,0.7549993007051928,3356,Chromis xanthura,FALSE,FALSE,TRUE,normal,0.48115197948459565,6.899582836710369,rls,rls_norm
Chromis xanthura__Exmouth to Broome,7.547318071216672,7.8216618345959565,8.353380975417432,8.784835872356021,8.936589371158417,2.8036783977661153,2.9043580753913067,3.213086440489846,3.619345703894214,3.8093988432000483,-23.104512492161085,rls,1.8904907321036017,1.9248546129817232,2.026117234477118,2.1132872405604424,2.138988956333192,0.30684099990983216,0.3217601479486193,0.3741377437961092,0.44689596516565777,0.47292195785621355,-32.748452653956065,7.853937705595301,8.019686311920237,8.475586663122757,8.868460640159128,9.015347024650463,0.3221500026578552,0.33236309237042205,0.36354178889110234,0.40432722655416187,0.4207997751746735,7.241034646418764,7.457093251689918,8.141990893663753,8.859440573100663,9.082252255527074,0.31420706492447137,0.33027051595482604,0.3876205650293325,0.4701658577618894,0.5006393018479925,2928,Chromis xanthura,FALSE,FALSE,TRUE,normal,0.36354178889110234,8.521174863387978,rls,rls_norm
